"arg_sig","count"
"[L, raw_NA, sC, sD, sL, sR]",2
"[sS, sD, sI]",1
"[D, sI, I]",9
"[missing, sF]",48
"[raw_NA, sC, sS]",1
"[l{I}, sL]",1
"[sD, sL, L]",2
"[sL, L]",209
"[l{?}, l{sN}, sC, sN]",1
"[C, I, sC, sD]",5
"[sC, D, X, I, L]",1
"[C, D, I, M{C}, M{D}, M{I}, data.frame, sD]",1
"[C, I, L, l{l{?}}, sC, sI, sL]",1
"[C, I, data.frame, error, l{?}, l{C}, l{D}, l{I}, l{language}, l{l{?}}, l{sF}, sC, sI]",1
"[sC, M{D}, M{I}, l{D}, sN]",1
"[data.frame, sC, sD, sL, sN]",1
"[l{?}, sF, sN]",3
"[Y, l{?}, sC, sD]",1
"[M{D}, l{D}, sE]",1
"[M{D}, C, D, M{I}, I]",1
"[M{L}, missing, sI]",1
"[sC, C, D, sI, I]",1
"[l{D}, l{C}, sN, l{l{?}}, l{?}]",1
"[M{D}, D, M{C}]",3
"[D, sN]",733
"[M{D}, D, sL, l{D}, l{l{?}}]",1
"[D, l{C}, M{C}]",1
"[Y, language, sC, sE, sN]",1
"[sD, sN]",1164
"[l{?}, l{C}, l{l{?}}, l{sN}, sC]",1
"[missing, sD]",413
"[sD, sF, sI]",27
"[M{D}, l{D}, sD]",1
"[l{I}, sN]",26
"[sI, l{D}, M{C}, data.frame]",2
"[C, M{C}, sC, sF]",1
"[l{Y}, sN, error]",1
"[I, sF, sS]",1
"[, sN]",1
"[D, I, M{D}, l{D}, sI]",1
"[l{?}, l{sE}]",1
"[error, missing]",81
"[D, I, L, M{L}]",1
"[error, l{?}, l{D}, missing]",1
"[Y, error, language, sC, sD]",1
"[sC, sD, sL, sN]",3
"[missing, sE]",3
"[C, D, I, L, R, X, data.frame, language, l{?}, l{I}, raw_NA, sC, sD, sF, sI, sL, sN, sR, sX]",1
"[C, D, I, M{C}, data.frame, l{?}, l{C}, l{l{?}}, sC, sD, sN]",2
"[C, l{C}, l{?}]",2
"[l{l{?}}, sN]",49
"[sC, C, sN, l{C}]",1
"[C, D, I, M{D}, M{I}, data.frame, sF]",1
"[D, l{?}, l{I}]",1
"[sD, sL]",69
"[D, sL]",19
"[l{l{?}}, sC, sD, sI, sL]",2
"[C, M{C}, l{C}, sC]",1
"[I, l{?}, l{sF}, sC, sD, sF, sI, sN]",1
"[C, D, I, data.frame, sC]",1
"[sC, C, D]",5
"[M{C}, M{I}, data.frame]",1
"[C, sC, sD, sI, sL, sN]",1
"[C, I, L, raw_NA, sC, sD, sL, sN]",1
"[l{?}, l{sE}, l{sF}, sE, sN]",1
"[C, D, l{?}, l{D}, l{sN}, sC, sN]",1
"[C, D, M{D}, l{l{?}}, sD]",1
"[l{l{?}}, l{externalptr}, l{?}]",2
"[l{I}, l{sS}, l{D}, l{l{?}}]",2
"[l{l{?}}, sF, unevaled]",2
"[D, I, data.frame, l{?}]",1
"[sC, sD, C, D, I, l{C}, sN, M{C}, data.frame, l{l{?}}, l{?}]",1
"[C, D, sS]",1
"[D, l{?}, l{C}, l{l{?}}, l{sF}, sD, sE]",1
"[D, I, Y, data.frame, l{I}, sC, sL, sN]",1
"[error, language]",6
"[l{l{?}}, l{sN}]",7
"[M{I}, data.frame, sS]",1
"[arg16_t]",1
"[l{I}, sD, sI, sN]",2
"[C, raw_NA, sC, sD]",4
"[I, sF, sN]",3
"[language, l{C}, l{D}]",2
"[l{sF}, l{I}, sD, sF, M{D}, D, I]",1
"[sS, C, D, l{sS}, I, L, sC, sD, l{I}, sI, sN, raw_NA, data.frame, l{?}]",1
"[l{D}, l{L}]",4
"[M{D}, M{I}, M{X}, sD]",2
"[sC, sD, l{sN}, l{D}, l{C}, sN, l{l{?}}]",1
"[D, sF, unevaled]",6
"[arg9_t]",1
"[D, I, data.frame, l{?}, l{C}, l{D}, l{I}, l{L}, l{Y}, l{language}, l{l{?}}]",1
"[sD, I, sN, l{?}]",1
"[l{R}, sC, sE]",2
"[l{?}, l{D}, l{L}, l{Y}, l{sN}]",1
"[sC, sD, sI, sL, sR, sX]",1
"[sC, C, l{C}, data.frame, l{?}]",1
"[D, sC, sD, sI, sL, sN]",1
"[l{sN}, l{C}, sN, l{?}]",1
"[D, M{C}, M{D}, M{I}, M{L}, sC, sD, sI]",2
"[C, I, L, raw_NA, sC, sI]",2
"[I, L, M{L}, missing, sD, sI]",1
"[C, l{?}, l{I}, l{R}]",1
"[l{?}, l{D}, l{Y}, sE]",1
"[data.frame, l{C}, sN]",2
"[M{C}, M{D}, M{I}, error]",2
"[C, M{C}, M{D}, data.frame, sC, sN]",1
"[D, M{D}, M{I}, M{X}, X, sD, sN]",1
"[C, M{D}, M{I}]",2
"[I, X, sD, sS, sX]",1
"[l{sF}, l{sN}, l{D}, l{l{?}}, l{?}]",3
"[I, l{I}, sD, sE, sF, sI, sL, sN]",1
"[M{D}, M{L}, sN]",1
"[D, I, l{I}, missing]",1
"[C, D, I, M{D}, raw_NA, sC, sD, sI]",1
"[l{C}, l{D}, l{I}, l{sE}, l{sN}]",1
"[C, I, raw_NA, sC, sD, sI]",2
"[error, l{C}]",3
"[sD, M{D}, l{D}, sN, l{?}]",1
"[C, raw_NA, sC, sI]",1
"[L, sC, sD, sL]",1
"[l{?}, l{externalptr}, sF]",1
"[sC, C, sI, I, sN]",3
"[I, sF, sI]",1
"[sD, l{l{?}}]",3
"[sC, R, C]",2
"[C, raw_NA, sC, sD, sI, sL, sN]",1
"[sS, M{I}]",1
"[D, I, M{D}, M{I}, raw_NA]",1
"[l{externalptr}]",103
"[M{D}, M{I}, data.frame, missing]",1
"[l{?}, l{C}, l{language}, l{l{?}}, l{sN}, sE]",1
"[D, M{D}, data.frame, error]",5
"[D, I, Y, data.frame, language, l{?}, l{I}, sC, sF, sL, sN]",1
"[I, l{C}, sC]",1
"[D, M{I}, missing]",4
"[M{D}, M{X}, sN]",1
"[data.frame, l{?}, unevaled]",2
"[M{C}, M{D}, M{I}, M{L}]",1
"[D, I, M{D}, M{I}, sD, sI, sS]",1
"[sS, sD, M{D}, D, sX]",1
"[D, L, Y, data.frame, language, raw_NA, sC, sD, sF, sL]",1
"[D, I, L, M{C}, M{D}, M{I}, M{L}, raw_NA, sD]",1
"[l{C}, M{C}]",7
"[D, sD, sF, sI]",6
"[D, sS]",18
"[sE, l{sE}, sN]",1
"[D, l{?}, l{C}, l{D}, l{I}, l{L}, l{l{?}}, sC, sD, sI, sL, sN]",1
"[l{sF}, l{D}, l{?}]",1
"[C, D, I, M{C}, M{D}, M{I}, M{L}, sD, sN]",1
"[X, sD, sX]",1
"[D, l{?}, l{D}, sD]",1
"[I, X, sX]",3
"[l{sF}, sF, l{l{?}}, l{?}]",1
"[D, data.frame, l{?}, l{C}, sC, sN]",1
"[M{D}, data.frame, sF, sS, unevaled]",2
"[C, l{D}, sC]",2
"[I, sF, sL]",1
"[sC, sS, C]",2
"[l{?}, l{D}, l{I}, sN]",1
"[l{C}, l{D}]",15
"[sS, l{I}, I]",1
"[D, I, M{D}, M{I}]",15
"[L, M{L}]",3
"[D, M{I}, I, data.frame]",1
"[I, sE]",1
"[C, L, sC, sL, sN]",1
"[expression]",40
"[missing, sS]",13
"[l{X}]",3
"[R, M{D}]",1
"[I, data.frame, language, l{?}, l{l{?}}]",2
"[l{?}, l{C}, l{sN}, sC, sN]",1
"[C, I, sF]",2
"[D, M{I}, data.frame, l{?}]",2
"[l{D}, raw_NA, l{?}]",1
"[D, M{D}, data.frame, raw_NA]",1
"[M{C}, M{D}, data.frame, raw_NA, sS]",2
"[C, error, sC, sL]",1
"[l{externalptr}, l{l{?}}]",5
"[sC, sD, M{D}, D, I, l{?}]",1
"[D, I, l{I}, sI, sS]",1
"[M{D}, M{L}, sS]",3
"[data.frame, raw_NA]",9
"[sF, sN, sS]",3
"[I, sD]",235
"[sC, sD, M{D}, D, sI, M{I}, M{L}, M{C}]",1
"[D, I, L, missing, sD]",2
"[C, missing, sC]",25
"[D, l{?}, missing]",1
"[language, sF, sN]",5
"[l{sN}, l{D}, l{?}]",3
"[C, sF, sN]",3
"[sC, C, l{sN}, sL, l{C}, sN, l{l{?}}, l{?}]",1
"[C, D, I, L, M{C}, M{D}, M{I}, M{L}]",1
"[D, error, sC, sD, sL]",1
"[D, M{D}, error, sD]",3
"[l{?}, l{C}, l{I}, l{language}, l{l{?}}]",1
"[l{?}, l{C}, l{I}, raw_NA, sD, sF]",1
"[C, error, sC, sI]",1
"[sC, sD, C, D, sI, I, sL, L, raw_NA]",2
"[I, sC]",37
"[C, raw_NA, sC]",6
"[C, D, I, M{D}, M{I}, sC, sN]",1
"[l{l{?}}, missing]",6
"[D, l{?}, sC, sD, sE]",1
"[sD, sL, sN]",5
"[language, raw_NA, sC, sD, sN]",1
"[sD, M{D}, D, l{D}, l{?}]",1
"[I, l{?}, l{sF}]",3
"[C, raw_NA, sD]",1
"[l{Y}, l{D}, sN, l{?}]",1
"[data.frame, error, l{?}, sF]",1
"[C, I, M{C}, data.frame, sC, sS]",1
"[sC, C, D, sN]",1
"[language, sF, sL]",1
"[C, D, l{Y}, l{language}, l{l{?}}, l{sE}, l{sF}, sC]",1
"[l{I}, raw_NA]",1
"[M{D}, C, M{I}]",1
"[C, D, I, L, language, sF, sN]",1
"[data.frame, l{?}, sS]",2
"[C, raw_NA, sC, sN]",6
"[D, I, raw_NA, sD]",2
"[sD, sF, unevaled]",21
"[M{I}, R]",1
"[sC, l{I}, l{L}, sI, l{sN}, sL, l{D}, l{C}, sN, l{l{?}}, l{?}]",2
"[M{D}, M{X}, sD]",2
"[C, D, data.frame]",3
"[l{I}, l{D}, l{C}, l{?}]",11
"[data.frame, l{?}, l{I}]",2
"[C, I, sC, sF, sI]",1
"[l{language}, l{?}]",20
"[sS, sN, data.frame]",1
"[l{Y}, sN]",4
"[sD, C, sN]",1
"[sS, sD, D, I]",1
"[l{language}, sN]",10
"[l{L}, sN, l{C}, l{?}]",1
"[C, D, I, unevaled]",1
"[D, M{D}, l{?}]",2
"[D, sD, sF, sN]",5
"[l{L}, sL, sN]",1
"[C, I, sC]",46
"[sS, sD, C, D, sI, I, sN]",1
"[D, error, sC, sD, sF]",1
"[sC, sE, M{D}, D, l{D}, sN, M{C}, l{l{?}}, l{?}]",1
"[l{?}, l{language}, l{l{?}}, sS]",1
"[D, I, raw_NA, sF]",2
"[l{?}, l{sN}, raw_NA, sC, sD, sI, sL, sN]",1
"[L, sI, sL]",2
"[M{D}, D, l{D}, l{?}]",1
"[M{D}, M{I}, M{L}, sN]",2
"[sC, l{L}, sF, sL, l{D}, sN, l{l{?}}, l{?}]",1
"[sC, sF, unevaled]",2
"[C, missing, sF]",1
"[l{sF}, l{sN}, l{l{?}}, l{?}]",1
"[missing, sD, sS]",1
"[D, l{?}, raw_NA, sC, sD, sI]",1
"[sD, sX, M{X}, X]",1
"[D, raw_NA, sD, sI]",2
"[C, I, sD]",2
"[l{I}, l{?}]",40
"[I, raw_NA, sC, sD, sI, sN, sR]",4
"[D, I, M{D}, M{I}, missing]",1
"[M{D}, error, missing, sS]",2
"[C, data.frame, language, sC, sD, sF, sL]",1
"[l{sF}, l{I}, l{D}, l{C}, l{?}]",1
"[C, error, sC, sF]",2
"[l{?}, l{l{?}}, l{sF}, sD]",1
"[sC, C, I]",15
"[C, D, l{C}, sC]",1
"[D, I, M{D}, M{I}, data.frame, l{D}, l{I}]",1
"[I, l{C}, sI]",3
"[C, l{?}, l{C}]",1
"[l{sF}, sF, sN]",3
"[C, l{l{?}}, sN]",3
"[C, D, I, error, l{D}]",1
"[D, I, l{?}, l{D}, sD]",1
"[l{D}, l{l{?}}, l{?}]",10
"[l{C}, l{sN}]",7
"[sC, sL, sN]",9
"[sC, C, D, l{C}, sN, L, raw_NA, l{?}]",1
"[D, I, M{D}, sI]",1
"[M{D}, M{I}, sS]",3
"[D, M{D}, M{R}, R]",1
"[data.frame, l{D}, sN]",3
"[sD, M{D}, sI, M{I}]",1
"[I, R, raw_NA, sC, sD, sI, sN, sR]",3
"[data.frame, error, sE, sI]",1
"[D, sI, I, sL, L]",1
"[l{?}, l{D}, sF]",6
"[C, expression, sC, sI]",1
"[X, sN]",1
"[language, sL]",1
"[sC, sD, C, D, sI, I, l{D}, l{C}, raw_NA, L, l{l{?}}, l{?}]",1
"[sS, sD, M{D}, D, sI, I]",2
"[M{D}, M{I}, raw_NA, sD]",1
"[data.frame, error, missing]",2
"[D, M{D}, M{X}, sD]",1
"[l{D}, l{L}, l{Y}, l{sN}]",1
"[M{D}, D, I, l{D}]",1
"[sD, M{D}, D, sI, sN]",1
"[L, M{D}, M{L}, language, sF]",1
"[l{C}, l{I}, sL]",1
"[l{C}, sC, sD, sI]",1
"[C, D, I, M{C}, M{D}, M{I}, data.frame, sC, sI, sN, sS, unevaled]",1
"[D, I, l{?}, l{I}, sD]",1
"[l{?}, l{Y}, l{language}, pairlist]",1
"[D, M{D}, M{I}, M{L}, missing, sD]",1
"[l{?}, sC, sN]",3
"[l{?}, l{D}, sD]",2
"[I, missing]",39
"[C, D, I, L, data.frame, language, l{?}, l{l{?}}, sC, sD, sF, sL, sN]",1
"[D, I, language]",1
"[sD, sX, X]",1
"[error, l{?}, l{C}, l{D}, l{language}]",1
"[language, sI]",1
"[error, missing, sL]",2
"[sC, sD, C, D, I, sN, l{?}]",1
"[Y, sE, sF]",1
"[error, language, sF, sN]",1
"[l{?}, l{D}, l{L}]",7
"[l{Y}, C, l{l{?}}, sC, l{I}, l{L}, l{language}, l{sN}, l{D}, l{C}, raw_NA, data.frame, l{?}]",1
"[l{D}, sN, unevaled]",1
"[error, l{?}, l{l{?}}]",2
"[L, sF, sL]",4
"[Y, sF, unevaled]",1
"[language, l{l{?}}, sC]",1
"[l{C}, l{I}, sN]",2
"[C, I, M{D}]",2
"[error, missing, sE]",2
"[D, I, raw_NA, sC, sD, sI, sL]",1
"[M{D}, missing, sN]",1
"[M{D}, M{I}, data.frame, error, sN]",1
"[C, l{?}, sC, sL, sN]",1
"[l{?}, l{sS}]",4
"[l{?}, l{C}, l{D}, l{L}]",1
"[data.frame, error, l{?}, sD]",1
"[M{D}, M{I}, sN]",10
"[sD, C, I]",1
"[C, M{D}, l{?}, sD]",1
"[M{L}, sL]",1
"[sD, M{D}]",232
"[sC, sN, l{?}]",1
"[expression, sC]",6
"[sD, sI, I, l{D}, l{?}]",1
"[l{I}, l{sS}]",1
"[l{I}, sI, I]",2
"[l{?}, sC, sI]",1
"[language, sC, sI, sS]",1
"[l{sN}, l{l{?}}, l{?}]",3
"[D, I, L, sD, sI, sS]",1
"[l{?}, l{I}, sC]",1
"[data.frame, l{?}, sN]",1
"[C, M{D}, D, I, language, error, L, l{l{?}}, sC, sD, sF, sI, sL, l{D}, l{C}, sN, raw_NA, data.frame, l{?}]",1
"[l{?}, l{D}, raw_NA]",1
"[D, I, M{D}, M{I}, data.frame, sD, unevaled]",1
"[l{l{?}}, l{sN}, sN]",8
"[C, D, I, L, M{D}, data.frame, l{?}, l{C}, l{D}, sC, sD, sI, sL, sN]",2
"[C, I, M{D}, M{I}, data.frame, l{?}, missing]",1
"[l{l{?}}, sC, sD]",3
"[l{L}, l{language}, l{sN}, l{C}, l{l{?}}]",1
"[sC, sD, sE, D, l{?}]",1
"[M{L}, sN]",5
"[C, l{Y}]",1
"[C, I, data.frame, l{?}, l{C}, l{D}, l{I}, l{l{?}}, sC, sI]",1
"[language, sN]",41
"[C, D, I, L, M{C}, M{D}, l{?}, l{D}, sC, sD, sF, sI, sS]",2
"[M{I}, l{?}]",5
"[D, l{?}, l{l{?}}]",2
"[D, l{l{?}}, sD]",4
"[l{D}, l{I}, l{Y}, l{language}, l{l{?}}, pairlist]",1
"[I, error, sC]",2
"[language, sS]",3
"[expression, sD]",1
"[sC, sD, l{L}, sL, l{D}, l{C}, l{?}]",1
"[data.frame, missing]",30
"[l{?}, l{C}, sC, sD, sI]",2
"[sD, M{D}, D, M{I}, I]",3
"[sS, M{D}, D]",2
"[l{Y}, l{language}, l{?}]",2
"[arg6_t]",1
"[sD, sF, sI, sL, error]",2
"[l{D}, l{C}, l{l{?}}, l{?}]",1
"[sC, sD, l{I}, C, M{D}, D, I, M{L}, M{C}, data.frame]",1
"[l{?}, l{D}, sN]",23
"[D, l{?}, l{l{?}}, sN]",1
"[sS, D, sI, I, L]",1
"[L, sF, sN]",3
"[M{D}, C, D, M{I}, I, M{L}, M{C}, L]",1
"[l{?}, l{C}, l{D}, l{I}, l{L}, l{l{?}}]",3
"[l{I}, sD, sI]",1
"[l{sF}, l{sE}, l{?}]",1
"[l{?}, l{l{?}}]",193
"[I, raw_NA, sD, sI]",5
"[D, M{D}, l{?}, l{D}, raw_NA]",1
"[raw_NA, sE, sF]",2
"[l{?}, l{C}, l{D}, sN]",4
"[l{?}, l{l{?}}, l{sF}, l{sN}]",1
"[data.frame, l{D}, sE]",2
"[sC, sD, language, raw_NA]",1
"[D, I, M{C}, M{D}, M{I}, sD]",1
"[expression, sF]",4
"[sD, D, data.frame]",4
"[l{sS}, missing]",1
"[l{?}, sC, sF]",1
"[sS, l{sF}]",1
"[M{I}, sI, M{C}]",3
"[L, language]",2
"[D, l{?}, sD, sN]",1
"[sD, M{D}, D]",61
"[l{?}, l{C}, l{expression}, l{language}, sN]",1
"[C, M{C}, M{D}, M{I}, sC, sN]",1
"[D, M{D}, X, sD]",1
"[D, I, M{D}, sN]",4
"[l{?}, l{I}, sN]",8
"[l{externalptr}, l{?}]",2
"[sF, sI]",40
"[sC, sD, sE, sI, sN]",1
"[D, I, l{?}, l{C}, l{D}, l{l{?}}, sC, sI]",1
"[data.frame, sD, sN]",1
"[M{L}, L]",3
"[l{?}, l{D}, sS]",1
"[l{?}, l{C}, l{L}, l{l{?}}]",1
"[missing, sL, sN]",1
"[sC, sD, C, D, sI, I]",1
"[R, sD, sR]",7
"[C, sC, sI, sN]",2
"[expression, sC, sN]",2
"[error, missing, sN]",1
"[M{D}, missing, sD]",5
"[data.frame, l{D}, sC]",1
"[l{?}, sC, sD]",2
"[sS, M{D}, I]",1
"[sC, C, l{C}, l{?}]",4
"[M{D}, M{I}, sF]",2
"[D, I, M{D}]",58
"[l{?}, l{D}, l{sF}, l{sN}]",1
"[D, M{D}, l{?}, sD]",1
"[C, D, I, l{?}, l{C}, l{D}, l{l{?}}, sC, sI]",1
"[l{I}, l{sS}, I, l{?}]",1
"[l{C}, l{D}, sN]",1
"[C, l{?}, l{C}, sC]",2
"[sC, sD, sF, D, sI, sL]",2
"[sS, D, l{sS}, I, L]",1
"[sL, L, raw_NA]",3
"[M{D}, M{I}, sI]",2
"[sS, l{sF}, sI, sN]",1
"[C, l{C}, l{l{?}}, sC, sN]",1
"[M{D}, missing, sF]",1
"[C, I, l{C}, l{D}, l{sN}, sC, sD, sI, sN]",1
"[l{?}]",19665
"[I, data.frame, sC, sD]",1
"[error, l{?}, l{D}, l{I}]",2
"[data.frame, error, l{?}, l{C}, l{D}, l{I}]",1
"[sC, l{?}]",17
"[D, l{?}, l{l{?}}, sS]",1
"[sC, sE, sF]",2
"[M{D}, D, sN]",2
"[D, I, L, sD, sI, sL]",2
"[D, M{D}, M{I}, sD]",4
"[expression, l{?}, sC, sN]",2
"[M{D}, D, I, L, raw_NA]",1
"[X, sX]",13
"[error, externalptr]",2
"[D, data.frame, l{D}]",5
"[L, sD, sI, sL]",2
"[D, M{D}, missing, sD, sS, sX]",1
"[C, sI]",7
"[l{?}, l{Y}, l{language}]",2
"[C, D, M{D}, data.frame, l{?}, l{D}, l{L}, l{sF}, raw_NA, sC, sD, sL]",1
"[data.frame, l{?}, l{D}, l{I}, l{l{?}}]",2
"[I, raw_NA, sI]",1
"[l{I}, l{D}, l{C}]",3
"[expression, missing]",1
"[C, D, I, L, M{D}, M{I}, data.frame, l{C}, l{D}, l{l{?}}, sC, sD, sI]",1
"[sC, sD, C, sN]",1
"[l{?}, l{sN}, sN]",1
"[D, M{D}, l{D}, sD]",4
"[data.frame, raw_NA, sL]",1
"[D, M{L}, l{D}, sD]",1
"[sC, C, sL, l{?}]",1
"[D, M{X}, X, sD, sX]",1
"[L, language, sF, sL]",1
"[expression, sN]",2
"[C, l{?}, l{C}, l{D}, l{L}, l{l{?}}, l{sF}, l{sN}]",1
"[sD, l{D}, l{?}]",1
"[C, sC, sD, sE, sI, sN]",1
"[expression, language, sC, sN]",2
"[sC, I]",1
"[l{sE}, sN]",2
"[D, M{D}, data.frame, error, sC, sD, sF]",1
"[l{?}, l{C}, l{D}, l{L}, l{expression}, l{language}, l{sN}]",1
"[C, I, data.frame, l{?}, l{C}, l{D}, l{I}, l{L}, l{l{?}}, l{sF}, l{sS}, sC, sI, sS]",1
"[L, M{L}, raw_NA, sL, sS, unevaled]",1
"[l{?}, l{C}, missing, sF]",1
"[l{C}, l{?}]",73
"[M{D}, M{I}, sD]",4
"[M{C}, M{D}, raw_NA]",1
"[l{R}, l{C}]",1
"[I, error, sD, sI]",4
"[pairlist, sC]",2
"[D, I, M{D}, M{I}, data.frame]",5
"[D, M{D}, language]",3
"[C, l{?}, l{D}, l{I}, l{l{?}}, unevaled]",1
"[raw_NA, sC, sD, sI]",3
"[Y, error, sC, sD, sE, sF, sN]",1
"[M{L}, l{?}, l{l{?}}]",1
"[C, M{D}, l{?}, sN]",1
"[l{C}, l{sF}]",1
"[C, D, I, L, externalptr, raw_NA, sC, sD, sI, sL]",2
"[M{D}, sD, sF, sN]",2
"[sF, data.frame]",1
"[error, sC, sF]",8
"[l{D}, l{I}]",42
"[l{?}, l{C}, l{D}, l{sF}]",1
"[sC, D]",5
"[sC, l{externalptr}, l{?}]",1
"[D, L, M{D}, M{L}]",2
"[l{sF}, sD, l{D}, l{C}, l{?}]",1
"[I, data.frame, sN]",2
"[sC, l{sF}, l{Y}, l{language}, C, sI, I, l{D}, l{?}]",1
"[I, M{I}, data.frame, l{?}, l{D}, l{I}, l{l{?}}, sF, sS]",1
"[l{L}, l{D}]",3
"[sC, C, sI, I, l{C}]",1
"[Y, language]",30
"[C, Y, l{?}, l{Y}, l{language}, l{l{?}}, sC, sF]",1
"[M{D}, D, M{I}, sI, I, raw_NA]",1
"[l{D}, l{l{?}}, sN]",2
"[C, sD]",15
"[sD, sN, data.frame]",1
"[sL, l{C}, l{?}]",1
"[error, sC, sD]",6
"[C, D, I, L, l{l{?}}, sC, sD, sF, sI, sL, sN, raw_NA, data.frame, l{?}]",1
"[D, l{l{?}}, sF]",1
"[D, sI, sN]",1
"[sC, data.frame, l{l{?}}]",1
"[l{?}, l{C}, l{l{?}}]",22
"[sC, C]",791
"[M{D}, M{I}, data.frame]",18
"[C, sF]",33
"[missing, sF, unevaled]",3
"[l{C}, l{l{?}}, l{?}]",13
"[D, M{D}, M{I}, M{R}, R]",1
"[Y, language, l{C}, sC, sD, sE, sN]",1
"[raw_NA, sC, sD, sL]",1
"[l{?}, raw_NA]",15
"[language, l{?}, l{Y}, l{language}, l{l{?}}]",1
"[sD, C, D]",1
"[language, pairlist]",6
"[data.frame, l{?}, l{C}, l{I}]",1
"[l{?}, l{D}, l{L}, l{l{?}}]",1
"[sC, l{sF}, sF, error, data.frame]",1
"[unevaled]",9081
"[C, I, M{I}, data.frame, l{?}]",2
"[D, M{D}]",789
"[M{D}, language]",5
"[D, l{C}, l{D}]",1
"[I, data.frame, sC]",2
"[sD, D, I, data.frame, l{?}]",1
"[language, sC]",23
"[l{sS}, missing, sC, sS]",1
"[l{sE}, sF]",1
"[sC, sF, C]",6
"[X, raw_NA, sC, sD, sI]",1
"[l{C}, sC]",29
"[C, D, I, L, sC, sD, sI]",2
"[C, sS]",11
"[sD, M{D}, sX, M{X}]",3
"[l{?}, l{C}, l{D}, l{I}, l{L}, l{R}, l{l{?}}, l{sN}]",1
"[sC, sN, data.frame]",2
"[C, l{?}, l{l{?}}, l{sF}, sD]",1
"[sD, error]",5
"[I, M{D}, M{I}]",7
"[l{Y}]",21
"[sD, M{D}, M{I}, sL]",1
"[C, D, I, L, M{D}, l{?}, l{C}, l{D}, l{l{?}}, raw_NA, sC, sD, sI]",1
"[I, raw_NA, sD]",2
"[sS, M{D}, data.frame, l{?}]",1
"[X, sD]",3
"[error, l{?}, l{C}, l{language}]",1
"[M{C}, M{D}, M{I}, data.frame]",10
"[D, I, M{C}, M{I}, l{?}, l{C}, sS]",1
"[M{D}, sD, sF]",3
"[error, sC, sN]",6
"[l{C}, sE]",2
"[I, missing, sD, sI]",5
"[pairlist, sN]",3
"[sC, C, sN, l{l{?}}]",1
"[language, sF]",46
"[sS, C, D, M{I}, externalptr, I, language, M{C}, L, l{I}, l{C}, M{L}, data.frame, l{?}, M{D}, l{l{?}}, sC, sD, l{language}, sE, sF, sI, sL, l{D}, sN]",2
"[I, R, sC, sD, sI, sN, sR]",2
"[l{I}, l{C}, l{l{?}}, l{?}]",1
"[D, sL, sN]",3
"[C, D, I, data.frame, l{?}, l{C}, l{D}, sC, sD, sF, sI, sL]",1
"[l{sF}, sC, sF, sN]",1
"[language, sF, unevaled]",3
"[C, sL]",11
"[D, I, L, M{D}, M{I}, sD]",1
"[D, l{l{?}}, missing]",1
"[M{C}, M{D}, error]",1
"[C, D, I, L, sC, sD, sN]",1
"[sC, R, D, l{C}, data.frame, l{l{?}}, l{externalptr}, l{?}]",1
"[R, M{D}, M{I}]",1
"[C, M{C}, R]",1
"[Y, language, sD, sI, sL]",1
"[C, M{D}, D, M{I}, I, L, l{l{?}}, sC, l{sF}, l{I}, sD, sE, sF, sI, sL, l{D}, l{C}, M{L}, sN, raw_NA, data.frame, l{?}]",1
"[sE, l{l{?}}, l{?}]",4
"[l{sN}, sN, l{C}, l{?}]",2
"[D, Y, data.frame, externalptr, l{?}, raw_NA, sC, sD, sE, sF, sI, sL, sN]",1
"[D, I, M{D}, X, data.frame, sD]",1
"[error, sC, sL]",1
"[D, l{?}]",41
"[l{I}, l{language}, I]",1
"[language, sD]",4
"[arg13_t]",1
"[C, sC, sD, sL, sN]",1
"[M{D}, sD, sI]",4
"[M{D}, M{I}, error, sI]",1
"[sC, C, l{sN}, l{C}, sN, l{?}]",1
"[sC, sD, D, sI, sL, sN]",1
"[l{C}, sF]",2
"[D, I, L, sD, sI, sN, sS]",1
"[C, D, I, raw_NA, L]",2
"[sC, sD, sF, C, sL, I, language, sN, error, data.frame, l{l{?}}, l{?}]",1
"[sC, sD, l{I}, C, D, sI, sL, I, sN, L, l{?}]",1
"[C, D, I, L, sC, sD, sL]",1
"[C, sN]",257
"[I, l{?}]",17
"[D, I, raw_NA]",9
"[sD, M{D}, D, sI, M{I}, I]",1
"[l{C}, data.frame]",3
"[sS, M{D}, C, D, l{sS}, I, sC, l{I}, sD, sE, l{C}, data.frame, l{?}]",1
"[sS, C, D, I, language, error, l{l{?}}, sC, sD, sF, sI, sL, l{D}, sN, data.frame, l{?}]",1
"[l{?}, l{Y}, l{language}, l{l{?}}]",1
"[sS, sC, C, I]",1
"[sC, l{L}, C, l{C}, L, l{l{?}}]",1
"[C, error, raw_NA, sC]",1
"[Y, l{?}, l{Y}, l{language}, sN]",1
"[I, M{I}, data.frame, l{D}, sD]",1
"[arg3_t]",1
"[sC, l{L}, C, l{D}, l{C}, sN, l{?}]",1
"[I, L, sD, sN]",1
"[, l{C}]",2
"[sI, l{l{?}}]",1
"[l{sF}, sF, sI, sN, M{C}, error]",1
"[sC, error]",2
"[sC, sI, I]",1
"[I, raw_NA]",11
"[l{?}, l{D}, l{I}, l{l{?}}]",1
"[M{I}, I, data.frame, l{?}]",1
"[l{I}, C, l{C}]",1
"[sC, sD]",253
"[Y, language, sC, sD]",8
"[l{L}, l{D}, l{?}]",2
